"play_id","session_id","content_id","skipped","seconds_played"
"P00000719","SS00000254","C029691","",1143
"P00000720","SS00000254","C015750","",224
"P00000721","SS00000255","C012238",1,6
"P00000722","SS00000255","C031067",1,37
"P00000723","SS00000256","C000599","",1357
"P00000724","SS00000256","C022779","",121
"P00000725","SS00000256","C031820",1,18
"P00000726","SS00000256","C031713",1,8
"P00000727","SS00000256","C007715",1,34
"P00000728","SS00000257","C007613","",140
"P00000729","SS00000257","C006917","",1000
"P00000730","SS00000257","C013137","",745
"P00000731","SS00000258","C016261",1,20
"P00000732","SS00000258","C002940","",199
"P00000733","SS00000258","C009377","",238
"P00000734","SS00000258","C029481","",1288
"P00000735","SS00000259","C031202","",186
"P00000736","SS00000259","C033549",1,16
"P00000737","SS00000259","C016933",1,36
"P00000738","SS00000259","C012944","",237
"P00000739","SS00000259","C025804","",735
"P00000740","SS00000259","C022881","",158
"P00000741","SS00000260","C010131","",1246
"P00000742","SS00000260","C008594","",621
"P00000743","SS00000261","C010189","",159
"P00000744","SS00000261","C021269",1,21
"P00000745","SS00000262","C017189","",170
"P00000746","SS00000262","C008909","",174
"P00000747","SS00000262","C023333","",160
"P00000748","SS00000263","C024124","",202
"P00000749","SS00000263","C018867","",205
"P00000750","SS00000264","C015135",1,43
"P00000751","SS00000264","C006177",1,8
"P00000752","SS00000265","C005512","",129
"P00000753","SS00000265","C020232","",526
"P00000754","SS00000265","C023857","",240
"P00000755","SS00000266","C020378","",201
"P00000756","SS00000266","C019186",1,35
"P00000757","SS00000266","C024799","",258
"P00000758","SS00000267","C014581","",247
"P00000759","SS00000267","C005960","",161
"P00000760","SS00000267","C022090",1,9
"P00000761","SS00000268","C028341","",1323
"P00000762","SS00000268","C002525","",177
"P00000763","SS00000268","C003168",1,15
"P00000764","SS00000268","C024574","",114
"P00000765","SS00000269","C005881","",1742
"P00000766","SS00000269","C024518","",292
"P00000767","SS00000270","C018369","",162
"P00000768","SS00000270","C002718","",1641
"P00000769","SS00000271","C031953","",882
"P00000770","SS00000271","C016339","",1354
"P00000771","SS00000271","C001153","",287
"P00000772","SS00000272","C032341","",121
"P00000773","SS00000272","C020753",1,22
"P00000774","SS00000272","C014719","",413
"P00000775","SS00000272","C025421",1,36
"P00000776","SS00000273","C006862","",1430
"P00000777","SS00000273","C001882","",2182
"P00000778","SS00000273","C016743","",1461
"P00000779","SS00000273","C019837","",1389
"P00000780","SS00000274","C005367","",2222
"P00000781","SS00000274","C011722","",172
"P00000782","SS00000274","C028091","",2049
"P00000783","SS00000275","C014618","",120
"P00000784","SS00000275","C030181","",196
"P00000785","SS00000276","C020859","",145
"P00000786","SS00000276","C010477","",1431
"P00000787","SS00000276","C009169","",997
"P00000788","SS00000277","C017291","",253
"P00000789","SS00000277","C016982",1,25
"P00000790","SS00000277","C013434","",2220
"P00000791","SS00000278","C027716","",1290
"P00000792","SS00000278","C032984","",89
"P00000793","SS00000279","C013358","",1740
"P00000794","SS00000279","C016083","",178
"P00000795","SS00000279","C000286","",133
"P00000796","SS00000280","C001642",1,15
"P00000797","SS00000280","C020338","",162
"P00000798","SS00000280","C000386","",121
"P00000799","SS00000281","C011040",1,40
"P00000800","SS00000281","C024185",1,21
"P00000801","SS00000281","C004174",1,12
"P00000802","SS00000281","C001213",1,20
"P00000803","SS00000281","C001901",1,8
"P00000804","SS00000282","C028004","",135
"P00000805","SS00000282","C010041","",153
"P00000806","SS00000283","C030204","",115
"P00000807","SS00000283","C029984","",168
"P00000808","SS00000284","C030085","",218
"P00000809","SS00000284","C023948","",170
"P00000810","SS00000284","C029254",1,38
"P00000811","SS00000285","C020630","",184
"P00000812","SS00000285","C033361","",1167
"P00000813","SS00000285","C002472","",224
"P00000814","SS00000286","C005367","",918
"P00000815","SS00000286","C031377","",495
"P00000816","SS00000287","C004296","",238
"P00000817","SS00000287","C011862","",178
"P00000818","SS00000288","C011866","",153
"P00000819","SS00000288","C011286",1,27
"P00000820","SS00000288","C018693","",249
"P00000821","SS00000289","C012448","",200
"P00000822","SS00000289","C007177","",148
"P00000823","SS00000290","C022770","",96
"P00000824","SS00000290","C009503","",442
"P00000825","SS00000290","C009565","",2064
"P00000826","SS00000291","C006300","",219
"P00000827","SS00000291","C007700",1,14
"P00000828","SS00000291","C008442",1,15
"P00000829","SS00000291","C033472","",1280
"P00000830","SS00000292","C026524","",86
"P00000831","SS00000292","C032527","",153
"P00000832","SS00000293","C002311",1,43
"P00000833","SS00000293","C012028","",216
"P00000834","SS00000294","C033591","",217
"P00000835","SS00000294","C010165",1,34
"P00000836","SS00000295","C032292",1,30
"P00000837","SS00000295","C016648",1,34
"P00000838","SS00000296","C030951","",164
"P00000839","SS00000296","C023632","",113
"P00000840","SS00000296","C016572","",221
"P00000841","SS00000297","C013211","",182
"P00000842","SS00000297","C027516","",1501
"P00000843","SS00000298","C029975","",223
"P00000844","SS00000298","C001515","",120
"P00000845","SS00000298","C033683","",239
"P00000846","SS00000299","C022172","",227
"P00000847","SS00000299","C013030",1,16
"P00000848","SS00000300","C030776",1,7
"P00000849","SS00000300","C012952","",495
"P00000850","SS00000300","C018892",1,27
"P00000851","SS00000300","C013473","",211
"P00000852","SS00000300","C020266","",128
"P00000853","SS00000301","C008382","",182
"P00000854","SS00000301","C029395",1,25
"P00000855","SS00000301","C019018","",649
"P00000856","SS00000302","C017666",1,7
"P00000857","SS00000302","C005582",1,41
"P00000858","SS00000303","C008822",1,34
"P00000859","SS00000303","C022002","",161
"P00000860","SS00000303","C006844",1,23
"P00000861","SS00000304","C026420","",197
"P00000862","SS00000304","C007046","",1746
"P00000863","SS00000304","C018110",1,38
"P00000864","SS00000304","C027068",1,40
"P00000865","SS00000305","C018492","",123
"P00000866","SS00000305","C010734","",120
"P00000867","SS00000306","C016464","",232
"P00000868","SS00000306","C024953","",166
"P00000869","SS00000306","C024610","",251
"P00000870","SS00000306","C025701","",184
"P00000871","SS00000306","C017367","",152
"P00000872","SS00000307","C024380","",264
"P00000873","SS00000307","C018082","",487
"P00000874","SS00000307","C020725",1,21
"P00000875","SS00000308","C001059",1,29
"P00000876","SS00000308","C022051","",560
"P00000877","SS00000309","C024448","",225
"P00000878","SS00000309","C002334","",86
"P00000879","SS00000310","C025487","",131
"P00000880","SS00000310","C017580","",104
"P00000881","SS00000311","C020069","",694
"P00000882","SS00000311","C004524","",1397
"P00000883","SS00000311","C024586","",1482
"P00000884","SS00000312","C025126",1,7
"P00000885","SS00000312","C033188","",199
"P00000886","SS00000313","C026643","",3010
"P00000887","SS00000313","C026951","",1972
"P00000888","SS00000313","C016862",1,25
"P00000889","SS00000314","C013804","",211
"P00000890","SS00000314","C006353","",108
"P00000891","SS00000314","C017516","",194
"P00000892","SS00000314","C014944","",1152
"P00000893","SS00000315","C019216","",244
"P00000894","SS00000315","C016884","",207
"P00000895","SS00000315","C027553","",133
"P00000896","SS00000315","C019908","",178
"P00000897","SS00000316","C007499","",1126
"P00000898","SS00000316","C016755",1,16
"P00000899","SS00000317","C001599","",91
"P00000900","SS00000317","C004431","",227
"P00000901","SS00000317","C014101","",168
"P00000902","SS00000318","C011719","",1306
"P00000903","SS00000318","C005980","",124
"P00000904","SS00000318","C025785","",1075
"P00000905","SS00000319","C022872","",204
"P00000906","SS00000319","C015940","",2339
"P00000907","SS00000320","C029895","",252
"P00000908","SS00000320","C025158",1,11
"P00000909","SS00000320","C030750","",1491
"P00000910","SS00000321","C032331",1,40
"P00000911","SS00000321","C026972","",182
"P00000912","SS00000321","C006167","",93
"P00000913","SS00000321","C023046","",1416
"P00000914","SS00000322","C026198",1,23
"P00000915","SS00000322","C022885","",212
"P00000916","SS00000323","C017239","",116
"P00000917","SS00000323","C015867","",935
"P00000918","SS00000323","C024495","",1793
"P00000919","SS00000324","C010369","",201
"P00000920","SS00000324","C023455","",1135
"P00000921","SS00000324","C016406","",104
"P00000922","SS00000325","C006128","",1707
"P00000923","SS00000325","C002964","",182
"P00000924","SS00000325","C033024","",126
"P00000925","SS00000326","C023847","",1022
"P00000926","SS00000326","C023695","",665
"P00000927","SS00000326","C009895","",220
"P00000928","SS00000326","C007502","",2826
"P00000929","SS00000327","C005308","",170
"P00000930","SS00000327","C020641","",117
"P00000931","SS00000327","C014775","",188
"P00000932","SS00000328","C031442","",2202
"P00000933","SS00000328","C021762",1,20
"P00000934","SS00000328","C002614","",143
"P00000935","SS00000328","C007242","",231
"P00000936","SS00000328","C010944","",243
"P00000937","SS00000329","C008797","",1681
"P00000938","SS00000329","C006788","",273
"P00000939","SS00000329","C020730","",2678
"P00000940","SS00000330","C005008","",108
"P00000941","SS00000330","C023648","",212
"P00000942","SS00000330","C006217",1,29
"P00000943","SS00000330","C017595","",194
"P00000944","SS00000331","C017267",1,22
"P00000945","SS00000331","C010030","",129
"P00000946","SS00000332","C022934","",232
"P00000947","SS00000332","C005348","",211
"P00000948","SS00000333","C022172","",263
"P00000949","SS00000333","C002210","",142
"P00000950","SS00000333","C002978",1,29
"P00000951","SS00000334","C004350","",2137
"P00000952","SS00000334","C026338","",253
"P00000953","SS00000334","C020872","",165
"P00000954","SS00000335","C031762","",2063
"P00000955","SS00000335","C026464","",1647
"P00000956","SS00000335","C004262","",217
"P00000957","SS00000335","C021503","",257
"P00000958","SS00000336","C018455","",1886
"P00000959","SS00000336","C028532","",246
"P00000960","SS00000336","C004537","",1220
"P00000961","SS00000337","C011166","",1775
"P00000962","SS00000337","C001771",1,34
"P00000963","SS00000337","C018048","",225
"P00000964","SS00000337","C026093","",1040
"P00000965","SS00000338","C013127","",149
"P00000966","SS00000338","C030641",1,10
"P00000967","SS00000339","C012061","",204
"P00000968","SS00000339","C012393","",1370
"P00000969","SS00000340","C006605",1,38
"P00000970","SS00000340","C029496",1,9
"P00000971","SS00000340","C009180","",1877
"P00000972","SS00000340","C026805","",154
"P00000973","SS00000341","C021969","",246
"P00000974","SS00000341","C003501",1,29
"P00000975","SS00000342","C017528","",1700
"P00000976","SS00000342","C012182",1,14
"P00000977","SS00000342","C004456",1,39
"P00000978","SS00000343","C009161","",265
"P00000979","SS00000343","C018357",1,43
"P00000980","SS00000343","C002820","",957
"P00000981","SS00000343","C001816","",166
"P00000982","SS00000344","C021957","",203
"P00000983","SS00000344","C023446","",197
"P00000984","SS00000344","C031428",1,25
"P00000985","SS00000344","C000092","",1062
"P00000986","SS00000345","C032473","",278
"P00000987","SS00000345","C005214","",205
"P00000988","SS00000345","C025328","",1961
"P00000989","SS00000346","C007761",1,5
"P00000990","SS00000346","C022001","",210
"P00000991","SS00000346","C030871","",466
"P00000992","SS00000347","C024946","",146
"P00000993","SS00000347","C031637","",2537
"P00000994","SS00000347","C022241","",159
"P00000995","SS00000348","C014608","",243
"P00000996","SS00000348","C002312",1,43
"P00000997","SS00000349","C020335",1,17
"P00000998","SS00000349","C023662","",241
"P00000999","SS00000349","C007118","",2186
"P00001000","SS00000350","C003707","",210
"P00001001","SS00000350","C021067",1,9
"P00001002","SS00000350","C025634","",1333
"P00001003","SS00000351","C013491","",189
"P00001004","SS00000351","C019868","",1769
"P00001005","SS00000351","C014942",1,39
"P00001006","SS00000352","C016428","",664
"P00001007","SS00000352","C028696","",133
"P00001008","SS00000353","C010875",1,16
"P00001009","SS00000353","C001195","",244
"P00001010","SS00000353","C023130","",820
"P00001011","SS00000354","C015965","",1213
"P00001012","SS00000354","C028500",1,36
"P00001013","SS00000355","C008398","",755
"P00001014","SS00000355","C010569","",241
"P00001015","SS00000355","C016600","",1851
"P00001016","SS00000356","C008613","",93
"P00001017","SS00000356","C031114","",129
"P00001018","SS00000356","C003418","",442
"P00001019","SS00000357","C029110","",177
"P00001020","SS00000357","C008157","",1704
"P00001021","SS00000357","C007160","",3391
"P00001022","SS00000357","C007795","",180
"P00001023","SS00000357","C028975","",137
"P00001024","SS00000358","C030780",1,17
"P00001025","SS00000358","C009498",1,28
"P00001026","SS00000358","C031420","",844
"P00001027","SS00000359","C006034","",166
"P00001028","SS00000359","C019731","",275
"P00001029","SS00000359","C008845","",427
"P00001030","SS00000360","C028808","",118
"P00001031","SS00000360","C014744","",117
"P00001032","SS00000360","C031479","",438
"P00001033","SS00000361","C018041","",242
"P00001034","SS00000361","C017257","",207
"P00001035","SS00000361","C011908","",237
"P00001036","SS00000362","C000036","",1403
"P00001037","SS00000362","C030092","",197
"P00001038","SS00000362","C017915","",103
"P00001039","SS00000363","C005839",1,26
"P00001040","SS00000363","C023303","",224
"P00001041","SS00000364","C026456",1,35
"P00001042","SS00000364","C033461","",234
"P00001043","SS00000364","C017999","",1685
"P00001044","SS00000365","C019112","",2236
"P00001045","SS00000365","C003053",1,38
"P00001046","SS00000366","C007493","",115
"P00001047","SS00000366","C032273","",211
"P00001048","SS00000366","C004138",1,35
"P00001049","SS00000367","C001134",1,8
"P00001050","SS00000367","C003986","",749
"P00001051","SS00000367","C015760",1,38
"P00001052","SS00000368","C005572","",1277
"P00001053","SS00000368","C028365",1,39
"P00001054","SS00000368","C029761","",132
"P00001055","SS00000369","C022452","",117
"P00001056","SS00000369","C014859",1,33
"P00001057","SS00000370","C008248","",1821
"P00001058","SS00000370","C027616","",162
"P00001059","SS00000371","C012426","",162
"P00001060","SS00000371","C012288","",103
"P00001061","SS00000372","C007613","",222
"P00001062","SS00000372","C000855","",114
"P00001063","SS00000372","C009301","",143
"P00001064","SS00000373","C020278",1,31
"P00001065","SS00000373","C022243",1,35
"P00001066","SS00000373","C026559","",185
"P00001067","SS00000374","C025318","",1194
"P00001068","SS00000374","C017919","",230
"P00001069","SS00000374","C017554","",178
"P00001070","SS00000375","C031857",1,16
"P00001071","SS00000375","C013964",1,14
"P00001072","SS00000375","C012948","",232
"P00001073","SS00000375","C007883","",136
"P00001074","SS00000376","C016599","",210
"P00001075","SS00000376","C008491","",157
"P00001076","SS00000376","C011297",1,18
"P00001077","SS00000376","C024752","",517
"P00001078","SS00000377","C002689","",1562
"P00001079","SS00000377","C013232","",206
"P00001080","SS00000377","C002487",1,35
"P00001081","SS00000377","C033851","",1984
